,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.03238744,0.058969066,0.027058140045073918,0.04537000736720244,0.4545454545454546
1,timesteps,0.03016002,0.04573646,0.02626382699185856,0.034373882543127565,0.8947368421052632
2,nodes,0.016732164,0.057510026,0.014620277100543779,0.04078990530054596,0.8571428571428572
