,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.08858978,0.22990242,0.08332669880539179,0.20751326368451117,0.375
1,timesteps,0.1670031,0.008197666,0.16184817698150872,0.008197665711243947,0.29166666666666663
2,nodes,0.13716683,0.06722889,0.13407059500962495,0.06434786933511497,0.6
