,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.079726554,0.15769154,0.07361334933141868,0.15388887428566814,0.375
1,timesteps,0.060611043,0.014250646,0.05565196458101272,0.01391316194434961,0.375
2,nodes,0.21842623,0.110457025,0.2115396176273624,0.10617908416042725,0.8
