,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.116101205,0.025922857,0.09411528238940166,0.023582910629525642,0.5833333333333333
1,timesteps,0.14266948,0.063008964,0.09852894926043486,0.05578097304083615,0.736842105263158
2,nodes,0.04172849,0.103407376,0.03638809482523762,0.09364639327700189,0.7058823529411764
