,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.046520364,0.07557969,0.04379655993666973,0.06643955070666115,0.41666666666666663
1,timesteps,0.07172257,0.05908124,0.06408200468274046,0.05484209671343211,0.736842105263158
2,nodes,0.020798976,0.070463836,0.01978361567386625,0.06378597001478814,0.7058823529411764
