,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.032900155,0.08051028,0.02854933459101651,0.0695872512514514,0.9090909090909091
1,timesteps,0.08116166,0.0076927673,0.06058585538041491,0.007369109792144675,0.26315789473684215
2,nodes,0.011028931,0.049796235,0.010120509330295306,0.04083787629324103,0.7142857142857143
