,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.051704183,0.18517528,0.04879684731811746,0.12388558023745892,0.6666666666666667
1,timesteps,0.16087517,0.020658689,0.09254138711605786,0.019772100722261536,0.3157894736842105
2,nodes,0.117212914,0.12876604,0.0889679622539887,0.10865564517720655,0.47058823529411764
