,0
0,0.21547227
1,0.15724367
2,0.16685417
3,0.15893537
4,0.14940536
5,0.1256595
6,0.111513585
7,0.11251952
8,0.09331678
9,0.103279784
10,0.06265813
11,0.08956245
12,0.08244219
13,0.0879305
14,0.07639536
15,0.07289812
16,0.07486984
17,0.08151249
18,0.060097665
19,0.08518735
20,0.06957295
21,0.08538354
22,0.09472072
23,0.069731906
24,0.07200482
25,0.098702535
26,0.067408256
27,0.07558445
28,0.08270815
29,0.07653596
30,0.07112238
31,0.06187084
32,0.079636686
33,0.07551325
34,0.076192334
35,0.07268582
36,0.089625135
37,0.06993279
38,0.06574374
39,0.07588933
40,0.07102356
41,0.058016934
42,0.07389324
43,0.05361495
44,0.06910244
45,0.08710899
46,0.05238971
47,0.08561088
48,0.08455447
49,0.08058627
50,0.08023284
51,0.07110861
52,0.057765193
53,0.06308167
54,0.06361802
55,0.06731666
56,0.068459496
57,0.05820167
58,0.08774572
59,0.07176133
60,0.059689578
61,0.06276846
62,0.06416263
63,0.05716271
64,0.06343236
65,0.059266817
66,0.070914745
67,0.06005219
68,0.07002267
69,0.064046994
70,0.06415845
71,0.07347018
72,0.07713233
73,0.056369808
74,0.06040873
75,0.061261736
76,0.07389882
77,0.0628505
78,0.05622826
79,0.081753224
80,0.05456213
81,0.055029877
82,0.0717867
83,0.06421428
84,0.051989183
85,0.050988294
86,0.05606626
87,0.062253747
88,0.0559884
89,0.047392085
90,0.059047453
91,0.0585023
92,0.055888563
93,0.04654462
94,0.054808855
95,0.06597045
96,0.05980988
97,0.04972022
98,0.05441589
99,0.06004215
100,0.046073668
101,0.061808288
102,0.07202209
103,0.057583425
104,0.06097318
105,0.055079546
106,0.052041106
107,0.056852043
108,0.062792614
109,0.054675773
110,0.04726927
111,0.05591255
112,0.06105288
113,0.05125794
114,0.056361124
115,0.0666219
116,0.042155735
117,0.04444464
118,0.060323548
119,0.04823105
120,0.046215646
121,0.070126355
122,0.056284573
123,0.045385424
124,0.05627597
125,0.04200452
126,0.04006055
127,0.042291384
128,0.057473116
129,0.04314107
130,0.0449455
131,0.06110727
132,0.0547087
133,0.034624655
134,0.048883297
135,0.042333104
136,0.047154155
137,0.052314073
138,0.045722257
139,0.05439824
140,0.0581279
141,0.038002655
142,0.043092173
143,0.041247044
144,0.037554413
145,0.056844365
146,0.036502525
147,0.0465947
148,0.039378468
149,0.040647447
150,0.04087674
151,0.040945735
152,0.04438352
153,0.054799654
154,0.047346868
155,0.03995187
156,0.039260752
157,0.044114005
158,0.042795487
159,0.046728257
160,0.04288356
161,0.03990982
162,0.04685563
163,0.038347572
164,0.049710456
165,0.038040306
166,0.045512237
167,0.040000647
168,0.042211328
169,0.038869504
170,0.036340747
171,0.03731162
172,0.037535064
173,0.039119937
174,0.042192392
175,0.044835508
176,0.03330261
177,0.050252713
178,0.04728699
179,0.04067991
180,0.044234768
181,0.04574477
182,0.042032897
183,0.040032655
184,0.040808618
185,0.04020887
186,0.037742965
187,0.042008948
188,0.042415693
189,0.046264887
190,0.048208673
191,0.045610115
192,0.041987397
193,0.047891095
194,0.05055588
195,0.0322272
196,0.038286068
197,0.04282175
198,0.037871454
199,0.0380527
200,0.04137433
201,0.04272227
202,0.04110587
203,0.0450527
204,0.03913886
205,0.051675268
206,0.04033577
207,0.04505219
208,0.040216528
209,0.04820486
210,0.041570276
211,0.04095628
212,0.039948054
213,0.04553888
214,0.039764494
215,0.043012887
216,0.03842123
217,0.043123752
218,0.042303838
219,0.037754565
220,0.0424346
221,0.039838947
222,0.038875982
223,0.041726574
224,0.04226359
225,0.040809028
226,0.046067834
227,0.04629587
228,0.040929936
229,0.042256117
230,0.039612785
231,0.046402834
232,0.036601454
233,0.04837711
234,0.049295608
235,0.043377347
236,0.042531308
237,0.041772082
238,0.045698285
239,0.04314223
240,0.036369577
241,0.043261353
242,0.047837183
243,0.0491332
244,0.045822516
245,0.04004798
246,0.041233197
247,0.045170277
248,0.037282288
249,0.048065923
250,0.03628487
251,0.034930006
252,0.03502299
253,0.043056034
254,0.04021778
255,0.03695879
256,0.045682356
257,0.05410079
258,0.03535018
259,0.04263156
260,0.043864243
261,0.034076173
262,0.043209128
263,0.03531103
264,0.04747696
265,0.036005218
266,0.042103086
267,0.049778685
268,0.041401174
269,0.03983566
270,0.03882208
271,0.03871256
272,0.04681831
273,0.043450594
274,0.043495182
275,0.041394584
276,0.035535734
277,0.039595086
278,0.04100013
279,0.03796182
280,0.045862526
281,0.045107827
282,0.045047212
283,0.035522763
284,0.04104346
285,0.034023978
286,0.040923655
287,0.047701713
288,0.0350265
289,0.043075453
290,0.05068626
291,0.03549029
292,0.047173217
293,0.044517938
294,0.041784212
295,0.038034398
296,0.038611375
297,0.034094565
298,0.038141806
299,0.0409014
300,0.043148994
301,0.046793412
302,0.044384416
303,0.036890157
304,0.040594783
305,0.037128843
306,0.039036244
307,0.043909345
308,0.047251474
309,0.04129009
310,0.04999285
311,0.036163893
312,0.036071163
313,0.040693894
314,0.04142295
315,0.03865002
316,0.04598529
317,0.042672012
318,0.04613205
