,0
0,0.065893345
1,0.06562077
2,0.046960816
3,0.056946333
4,0.03679469
5,0.034495503
6,0.025721356
7,0.024053529
8,0.019334411
9,0.021220189
10,0.019124474
11,0.014420003
12,0.01304533
13,0.012480052
14,0.015293502
15,0.015283658
16,0.014232555
17,0.014296353
18,0.013463276
19,0.013831639
20,0.014466085
21,0.013447733
22,0.013525627
23,0.013206709
24,0.014341367
25,0.013314703
26,0.016634695
27,0.015221721
28,0.013764701
29,0.0126956925
30,0.014330757
31,0.013097753
32,0.013764971
33,0.01290341
34,0.014637863
35,0.012953854
36,0.013378594
37,0.013523644
38,0.012692181
39,0.013298888
40,0.012396954
41,0.012479914
42,0.012111867
43,0.012443168
44,0.012200135
45,0.0124952635
46,0.013580869
47,0.012583046
48,0.0119661875
49,0.012136934
50,0.012687388
51,0.012027157
52,0.013069387
53,0.01181714
54,0.012260387
55,0.011908476
56,0.012347481
57,0.011825966
58,0.012003865
59,0.012598501
60,0.012873883
61,0.011356513
62,0.012771226
63,0.01196313
64,0.011373718
65,0.0123695
66,0.011717591
67,0.011525909
68,0.011473984
69,0.011460752
70,0.011759238
71,0.012050403
72,0.011848974
73,0.011344956
74,0.011721784
75,0.01182756
76,0.011714982
77,0.011611587
78,0.012111859
79,0.011690979
80,0.011970777
81,0.01188013
82,0.011326267
83,0.01205321
84,0.011160588
85,0.012082484
86,0.011226469
87,0.011765285
88,0.011883891
89,0.01164748
90,0.011144098
91,0.01227678
92,0.011747489
93,0.011456315
94,0.011350542
95,0.010879777
96,0.011220173
97,0.0115902275
98,0.011265215
99,0.011727197
100,0.011157911
101,0.011793269
102,0.012321762
103,0.011449208
104,0.0113579845
105,0.011317552
106,0.011293179
107,0.011315123
108,0.011654922
109,0.011578301
110,0.01125982
111,0.011398603
112,0.011368873
113,0.012158725
114,0.011268232
115,0.011539723
116,0.011521106
117,0.011278388
118,0.011696248
119,0.011324052
120,0.011059206
121,0.011444864
122,0.011122138
123,0.01233616
124,0.011009017
125,0.011375607
126,0.011446247
127,0.01167813
128,0.011045081
129,0.012117845
130,0.011123594
131,0.0113226995
132,0.011170493
133,0.011984867
134,0.011819229
135,0.011092118
136,0.011361412
137,0.011602602
138,0.011401097
139,0.01129071
140,0.011318955
141,0.0114268325
142,0.011049599
143,0.011501917
144,0.010992691
145,0.011194216
146,0.011332266
147,0.011096406
148,0.011366069
149,0.0113678975
150,0.011271352
151,0.011163598
152,0.011728632
153,0.0111666
154,0.011015615
155,0.012234416
156,0.011335264
157,0.011804101
158,0.011350787
159,0.011082251
160,0.010926462
161,0.011233916
162,0.011564766
163,0.011658935
164,0.011409657
165,0.011369278
166,0.011361453
167,0.011746361
168,0.010987358
169,0.0115201855
170,0.011122633
171,0.011394086
172,0.01147018
173,0.011206688
174,0.011215742
175,0.011165666
176,0.011112906
177,0.011336612
178,0.01200293
179,0.0111730425
180,0.011128942
181,0.011106625
182,0.01111765
183,0.01144448
184,0.011376407
185,0.01147141
186,0.011085171
187,0.011185812
188,0.011168779
189,0.010971
190,0.0114297485
191,0.011374634
192,0.0111651765
193,0.011576459
194,0.011509218
195,0.011395898
196,0.011218493
197,0.01107428
198,0.0111992825
199,0.011360938
200,0.011108054
201,0.0112095745
202,0.0112900855
203,0.011508898
204,0.011183702
205,0.011222306
206,0.011111206
207,0.011245763
208,0.011335626
209,0.010971775
210,0.011567381
211,0.011115933
212,0.010991309
213,0.011284878
214,0.011205813
215,0.011073015
216,0.011183425
217,0.011573294
218,0.011221983
219,0.011023135
220,0.011099191
221,0.01114341
222,0.011497418
223,0.011105582
224,0.011147217
225,0.011117627
226,0.011207556
227,0.011290883
228,0.011088615
229,0.011417054
230,0.011066169
231,0.01111763
232,0.01140832
233,0.011263505
234,0.011213713
235,0.011083185
236,0.011076402
237,0.011208287
238,0.01146525
239,0.011209681
240,0.011016821
241,0.010999313
242,0.011191066
