,0
0,0.14528783
1,0.14977926
2,0.19506328
3,0.123069145
4,0.09175256
5,0.14316386
6,0.09379935
7,0.07316257
8,0.058214303
9,0.061981726
10,0.056209765
11,0.06238099
12,0.038137503
13,0.042388696
14,0.04009797
15,0.038102925
16,0.040011086
17,0.03364639
18,0.02216569
19,0.025633158
20,0.023749514
21,0.0334277
22,0.018865354
23,0.025449552
24,0.016577587
25,0.017653672
26,0.013815049
27,0.019237967
28,0.014568691
29,0.015224356
30,0.016425818
31,0.013748391
32,0.0155925
33,0.015783338
34,0.012906946
35,0.01461084
36,0.011760352
37,0.013242694
38,0.012643843
39,0.012605007
40,0.0135666765
41,0.014042253
42,0.01542264
43,0.012556793
44,0.015745966
45,0.013045605
46,0.012047266
47,0.0140269045
48,0.011554793
49,0.011949154
50,0.012009021
51,0.011597809
52,0.012250082
53,0.011624169
54,0.013169369
55,0.010701286
56,0.010652968
57,0.011568721
58,0.010806881
59,0.011104583
60,0.0106953895
61,0.011419923
62,0.011501531
63,0.011028484
64,0.010890937
65,0.010676194
66,0.011125283
67,0.011218391
68,0.011578983
69,0.011735678
70,0.0109810615
71,0.010875313
72,0.010992241
73,0.010793619
74,0.011480434
75,0.011740534
76,0.01060151
77,0.010846618
78,0.010626785
79,0.011492505
80,0.010809395
81,0.010798407
82,0.010925363
83,0.010902605
84,0.011215664
85,0.010632521
86,0.011040409
87,0.010616194
88,0.010879793
89,0.011116545
90,0.010442152
91,0.011006627
92,0.010944812
93,0.010943519
94,0.011040003
95,0.011342587
96,0.011204276
97,0.010968068
98,0.010643375
99,0.011153944
100,0.010489915
101,0.010479591
102,0.010885442
103,0.011337068
104,0.0111851245
105,0.010371224
106,0.010998021
107,0.010876092
108,0.010540064
109,0.010544191
110,0.010542265
111,0.010391114
112,0.011035972
113,0.010795976
114,0.010535693
115,0.0106199
116,0.011288206
117,0.010611345
118,0.0105081545
119,0.011304071
120,0.010530998
121,0.010423386
122,0.010599213
123,0.011038308
124,0.010338535
125,0.010391186
126,0.010880653
127,0.010607059
128,0.011025275
129,0.010546574
130,0.011049591
131,0.010505611
132,0.010487091
133,0.010541365
134,0.010240681
135,0.010736427
136,0.010665898
137,0.010976547
138,0.011155783
139,0.011334116
140,0.011179047
141,0.010750205
142,0.010807629
143,0.010499041
144,0.0110625485
145,0.010428622
146,0.010641746
147,0.010474257
148,0.010587006
149,0.010985042
150,0.010399648
151,0.01060522
152,0.010368447
153,0.010424993
154,0.011059231
155,0.010542308
156,0.010601866
157,0.010667724
158,0.01044674
159,0.010850357
160,0.010865156
161,0.010686242
162,0.010403705
163,0.010751532
164,0.010422745
165,0.0104473205
166,0.010698745
167,0.010477286
168,0.0102737425
169,0.010585539
170,0.010629241
171,0.010708477
172,0.0105035985
173,0.011095975
174,0.010432033
175,0.01091448
176,0.010647576
177,0.010406688
178,0.0103725875
179,0.010944018
180,0.010486647
181,0.010283398
182,0.010499258
183,0.010258013
184,0.010383838
185,0.010695087
186,0.010713664
187,0.010425646
188,0.0103310635
189,0.010642477
190,0.010664877
191,0.010422688
192,0.010242444
193,0.010219653
194,0.0103416275
195,0.010491141
196,0.010399587
197,0.010319753
198,0.010379355
199,0.010553978
200,0.010461917
201,0.010313147
202,0.010276834
203,0.010401666
204,0.010426683
205,0.010516646
206,0.010643898
207,0.010270037
208,0.011218673
209,0.010365654
210,0.010656358
211,0.0105796335
212,0.010267098
213,0.0108265225
214,0.010396561
215,0.010299264
216,0.010367767
217,0.010570315
218,0.010364037
219,0.010382543
220,0.010676702
221,0.010504286
222,0.010804962
223,0.010492689
224,0.010570497
225,0.0105890725
226,0.010792305
227,0.010398958
228,0.010821085
229,0.010687378
230,0.010345799
231,0.010202377
232,0.010280712
233,0.010607978
234,0.010689024
235,0.010310674
236,0.010490804
237,0.010224399
238,0.010705994
239,0.010508289
240,0.01023827
241,0.0104200225
242,0.010756215
243,0.010732421
244,0.010543698
245,0.010214379
246,0.010643245
247,0.010393554
248,0.010450101
249,0.010422515
250,0.010474829
251,0.010235411
252,0.010415916
253,0.010530037
254,0.010243476
255,0.010597211
256,0.010666584
257,0.010519377
258,0.01049394
259,0.010360973
260,0.0102797635
261,0.010407209
262,0.0102913985
263,0.010266484
264,0.010241151
265,0.010284255
266,0.010621333
267,0.01040604
268,0.010494099
269,0.010832019
270,0.010201925
271,0.010664313
272,0.010564112
273,0.010568656
274,0.010392818
275,0.010330838
276,0.01032693
277,0.010611667
278,0.010264622
279,0.010454816
280,0.010321478
281,0.010355704
282,0.010426448
283,0.010341578
284,0.010201913
285,0.010458534
286,0.010690117
287,0.01029281
288,0.010316958
289,0.010173894
290,0.010252294
291,0.010667012
292,0.010270186
293,0.010267184
294,0.010520952
295,0.010547952
296,0.010543328
297,0.010269607
298,0.010225424
299,0.010215534
300,0.010706006
301,0.010726242
302,0.010258136
303,0.0103108045
304,0.0104362
305,0.010164569
306,0.010433072
307,0.01042886
308,0.010126131
309,0.010621337
310,0.010617588
311,0.010522937
312,0.0101778135
313,0.010233645
314,0.010467381
315,0.010492578
316,0.010381912
317,0.010148269
318,0.010809289
319,0.01033007
320,0.010290273
321,0.010154073
322,0.010181353
323,0.0103376005
324,0.010315255
325,0.010216179
326,0.010197825
327,0.01024794
328,0.010522163
329,0.0107338
330,0.010195411
331,0.010323638
332,0.010402158
333,0.010165491
334,0.010309293
335,0.010852382
336,0.010640674
337,0.0102925105
338,0.010226627
339,0.010701513
340,0.010152066
341,0.010497779
342,0.0103792455
343,0.010195559
344,0.01024396
345,0.010761936
346,0.010525072
347,0.010441209
348,0.010461449
349,0.010431694
350,0.010145604
351,0.010974041
352,0.010470845
353,0.010212702
354,0.010512154
355,0.010961656
356,0.01038256
357,0.010549356
358,0.010198311
359,0.01043177
360,0.010232293
361,0.010291567
362,0.0105243055
363,0.01085456
364,0.010257656
365,0.010522262
366,0.010872357
367,0.0103567215
368,0.010155873
369,0.010361514
370,0.010195203
371,0.0105657
372,0.010145905
373,0.010421637
374,0.010407209
375,0.010416133
376,0.0108589465
377,0.010715723
378,0.010836831
379,0.010124596
380,0.010405291
381,0.011290688
382,0.010379888
383,0.010759893
384,0.010291187
385,0.010571815
386,0.010367386
387,0.010276943
388,0.010431351
389,0.010353679
390,0.010250713
391,0.010171497
392,0.010258823
393,0.010300838
394,0.010656324
395,0.010513296
396,0.010450242
397,0.010497044
398,0.0104604
399,0.010238198
400,0.010403174
401,0.010415876
402,0.010164972
403,0.010097913
404,0.010762047
405,0.010398585
406,0.010321102
407,0.010587607
408,0.010175382
409,0.010292047
410,0.010166045
411,0.010638771
412,0.010503727
413,0.010243289
414,0.010348928
415,0.010419895
416,0.010596616
417,0.010352502
418,0.010256939
419,0.010159005
420,0.010456814
421,0.010343229
422,0.010463239
423,0.010516653
424,0.010351103
425,0.010423722
426,0.010173141
427,0.010879168
428,0.010216411
429,0.010260865
430,0.010143344
431,0.0104021095
432,0.010537255
433,0.010463257
434,0.0101673845
435,0.011113389
436,0.010122709
437,0.010559978
438,0.010155386
439,0.010088467
440,0.010243417
441,0.010415019
442,0.010393419
443,0.010423462
444,0.010706285
445,0.010170281
446,0.010387241
447,0.0105523085
448,0.010428787
449,0.010881392
450,0.010271441
451,0.010951898
452,0.010270945
453,0.010372188
454,0.010434809
455,0.010248951
456,0.0106328
457,0.0101983445
458,0.010566712
459,0.010694016
460,0.010618725
461,0.010144217
462,0.010181145
463,0.01010516
464,0.010344384
465,0.010593614
466,0.010479097
467,0.010414411
468,0.010259913
469,0.010155112
470,0.010364478
471,0.010277577
472,0.010282128
473,0.010446986
474,0.010144713
475,0.010300296
476,0.010194075
477,0.01025702
478,0.010295368
479,0.010388632
480,0.010127496
481,0.010450972
482,0.01023265
483,0.011042352
484,0.010126249
485,0.010338633
486,0.010754463
