,0
0,0.04061085
1,0.032688785
2,0.031440325
3,0.032981217
4,0.033407565
5,0.029237814
6,0.026782935
7,0.028137557
8,0.023475721
9,0.026371248
10,0.023734212
11,0.02170958
12,0.021985691
13,0.028319491
14,0.026725734
15,0.028973194
16,0.02400713
17,0.026823036
18,0.023204027
19,0.021786142
20,0.020307787
21,0.02342023
22,0.02613478
23,0.022268835
24,0.024590604
25,0.0251779
26,0.023724876
27,0.026680904
28,0.021199659
29,0.025868852
30,0.023736695
31,0.028505258
32,0.022857271
33,0.022893518
34,0.027494956
35,0.02251568
36,0.02070916
37,0.023213413
38,0.022577424
39,0.026574094
40,0.022846196
41,0.020076526
42,0.024170637
43,0.017922642
44,0.020473616
45,0.02249765
46,0.024786372
47,0.021571964
48,0.027648687
49,0.023565646
50,0.023597961
51,0.020709896
52,0.027053416
53,0.020877248
54,0.020275215
55,0.020179916
56,0.021870453
57,0.018055877
58,0.021511253
59,0.023152594
60,0.025817152
61,0.02469122
62,0.019117817
63,0.02433311
64,0.02020985
65,0.01976282
66,0.020918358
67,0.024184994
68,0.019341728
69,0.01634615
70,0.019791523
71,0.019639065
72,0.026633926
73,0.020520363
74,0.026447624
75,0.020431696
76,0.020995857
77,0.023469608
78,0.021483727
79,0.022396367
80,0.019879913
81,0.019915378
82,0.02141186
83,0.02091061
84,0.017246585
85,0.018379366
86,0.022090012
87,0.02118708
88,0.023168072
89,0.023793643
90,0.020842696
91,0.020955903
92,0.021109313
93,0.019657869
94,0.021543384
95,0.019313028
96,0.019505765
97,0.024614654
98,0.022221275
99,0.020220265
100,0.01707144
101,0.019615654
102,0.016498387
103,0.021261934
104,0.019641902
105,0.01870756
106,0.019404504
107,0.020451404
108,0.02410457
109,0.017933777
110,0.019946579
111,0.02138745
112,0.017755948
113,0.017929751
114,0.01915465
115,0.022370864
116,0.020985875
117,0.0200561
118,0.02115986
119,0.0171834
120,0.016459856
121,0.02279497
122,0.022576176
123,0.018113889
124,0.018253174
125,0.017522564
126,0.017565291
127,0.022313021
128,0.016833903
129,0.019855637
130,0.018290713
131,0.019036181
132,0.021268697
133,0.019339269
134,0.01926288
135,0.021816142
136,0.020845361
137,0.021801926
138,0.023343643
139,0.019466216
140,0.018843692
141,0.019890763
142,0.016534632
143,0.0187534
144,0.017618
145,0.018760674
146,0.01975696
147,0.018763155
148,0.020702347
149,0.018121965
150,0.016086714
151,0.021127
152,0.01775406
153,0.023681924
154,0.021501241
155,0.02050373
156,0.022352785
157,0.024283832
158,0.01863704
159,0.019240841
160,0.022056863
161,0.022906903
162,0.0204884
163,0.019040674
164,0.021672152
165,0.017443353
166,0.017368384
167,0.019234171
168,0.017729353
169,0.019266777
170,0.023756724
171,0.018753892
172,0.018629663
173,0.019396454
174,0.0233978
175,0.01911402
176,0.018038975
177,0.01957232
178,0.021449782
179,0.020199053
180,0.016857475
181,0.0180315
182,0.019488648
183,0.020706523
184,0.020845369
185,0.017370038
186,0.019346278
187,0.020547032
188,0.019204825
189,0.016882977
190,0.022628598
191,0.021531675
192,0.018437583
193,0.020322148
194,0.019876802
195,0.016739244
196,0.021935644
197,0.019767176
198,0.01967902
199,0.020530418
200,0.018944127
201,0.020448625
202,0.017419448
203,0.017478114
204,0.018380795
205,0.025142081
206,0.018135935
207,0.01782485
208,0.01965873
209,0.018939136
210,0.017117769
211,0.019444477
212,0.019562226
213,0.019454218
214,0.020079732
215,0.024958998
216,0.019439042
217,0.023377055
218,0.021651786
219,0.020688735
220,0.017595783
221,0.019834857
222,0.018358156
223,0.019215798
224,0.016564181
225,0.02000733
226,0.015355075
227,0.018146744
228,0.019483538
229,0.017337494
230,0.020952983
231,0.020567328
232,0.017201383
233,0.01779487
234,0.018218273
235,0.023653338
236,0.018615538
237,0.017604092
238,0.019167747
239,0.021897782
240,0.019544933
241,0.020219235
242,0.017827949
