,Level,Model F+,Model F-,Phenom F+,Phenom F-,Sparsity
0,features,0.017047169,0.0082236305,0.016510351976281718,0.008087831161075965,0.09090909090909094
1,timesteps,0.02748873,0.007173345,0.026104984487245853,0.007141530216524475,0.6842105263157895
2,nodes,0.018011276,0.009434714,0.017430038588387625,0.009245588705391812,0.2857142857142857
