,0
0,1.3899686
1,2.2991679
2,1.2688538
3,1.3975941
4,1.4292446
5,0.9403508
6,0.961354
7,1.0079157
8,0.9863601
9,0.79810923
10,0.6289883
11,0.69395834
12,0.50788355
13,0.56867343
14,0.50577056
15,0.4101545
16,0.4587731
17,0.45318055
18,0.49457458
19,0.4475974
20,0.3775761
21,0.26504898
22,0.22137776
23,0.36439362
24,0.22002102
25,0.23573044
26,0.29115507
27,0.21052994
28,0.18159696
29,0.16588083
30,0.15408505
31,0.11418879
32,0.11652933
33,0.11426371
34,0.08773279
35,0.096072584
36,0.07413145
37,0.075751215
38,0.060794428
39,0.066163085
40,0.08171919
41,0.060924202
42,0.06315028
43,0.05280198
44,0.045672256
45,0.071674
46,0.049627088
47,0.050405994
48,0.055261817
49,0.05319122
50,0.06494127
51,0.059727933
52,0.0608931
53,0.046424918
54,0.037886072
55,0.05314853
56,0.045708545
57,0.033241432
58,0.02960515
59,0.04307968
60,0.038902864
61,0.03522876
62,0.04247978
63,0.046933524
64,0.03356014
65,0.041233853
66,0.04695838
67,0.054931737
68,0.048193846
69,0.03110778
70,0.027550949
71,0.06895322
72,0.03889079
73,0.029069843
74,0.027870953
75,0.038433857
76,0.037339427
77,0.037532702
78,0.030917544
79,0.030207979
80,0.03335137
81,0.025243111
82,0.031940024
83,0.03338983
84,0.03177189
85,0.032707192
86,0.030215323
87,0.029145513
88,0.032190613
89,0.02479139
90,0.028620496
91,0.04025493
92,0.025952924
93,0.019693205
94,0.0354622
95,0.027123913
96,0.03083799
97,0.033215545
98,0.02582188
99,0.019940965
100,0.017315907
101,0.032826252
102,0.033232167
103,0.017927788
104,0.01728459
105,0.03435398
106,0.023121698
107,0.027703863
108,0.027028376
109,0.02941894
110,0.020868186
111,0.0307985
112,0.02030779
113,0.023164008
114,0.033283994
115,0.0223663
116,0.023406565
117,0.017157808
118,0.02318725
119,0.021118127
120,0.02524288
121,0.027705941
122,0.021155218
123,0.019709328
124,0.018261157
125,0.0234034
126,0.04478008
127,0.020422708
128,0.017464517
129,0.025896735
130,0.016686924
131,0.030310899
132,0.020365754
133,0.031292103
134,0.028774813
135,0.026105888
136,0.017192217
137,0.030061223
138,0.017428089
139,0.03415737
140,0.019454738
141,0.048262574
142,0.01974976
143,0.028428786
144,0.023816055
145,0.025915079
146,0.026324168
147,0.021671403
148,0.018895142
149,0.020021526
150,0.03572196
151,0.021059763
152,0.025776628
153,0.014105083
154,0.025233418
155,0.013051456
156,0.016211025
157,0.025106616
158,0.02513037
159,0.01835224
160,0.039791644
161,0.0333395
162,0.031410947
163,0.037027538
164,0.028805763
165,0.020023419
166,0.023107339
167,0.029698301
168,0.014353397
169,0.019916885
170,0.02128208
171,0.020768657
172,0.027162809
173,0.026532086
174,0.021541733
175,0.020149007
176,0.027408162
177,0.02622918
178,0.016396884
179,0.016600208
180,0.0163391
181,0.017514031
182,0.022237258
183,0.018124819
184,0.021237144
185,0.021633573
186,0.023037445
187,0.019582123
188,0.024052849
189,0.01720722
190,0.03305625
191,0.03896329
192,0.027855271
193,0.0247985
194,0.023765072
195,0.024279276
196,0.015117263
197,0.016466793
198,0.023551181
199,0.014009221
200,0.038570322
201,0.025847081
202,0.019134508
203,0.015413013
204,0.014504187
205,0.022419307
206,0.026677161
207,0.01740255
208,0.02024509
209,0.027037505
210,0.015463875
211,0.020550631
212,0.019514773
213,0.017156158
214,0.023437845
215,0.015443948
216,0.02299351
217,0.019397274
218,0.025342233
219,0.015300261
220,0.015659666
221,0.017652132
222,0.02549782
223,0.01855261
224,0.026630905
225,0.023798224
226,0.020037215
227,0.016530985
228,0.014549517
229,0.017817445
230,0.023382619
231,0.015981182
232,0.0152073
233,0.019884301
234,0.02037196
235,0.01571052
236,0.02708266
237,0.023595525
238,0.019445535
239,0.054424234
240,0.022750456
241,0.033955984
242,0.015599565
